Product Description,Storage,Color,Manufacturer,BrandName,ClassName,UnitCost,UnitPrice,ProductKey,ProductSubcategoryKey
ZenithTech Ink Jet Instant PDF Sheet-Fed Scanner M300 White,,White,"ZenithTech, Inc.",ZenithTech,Regular,86.09,187.2,713,20
"ZenithTech Desk Jet All-in-One Printer, Scanner, Copier M350 White",,White,"ZenithTech, Inc.",ZenithTech,Regular,85.01,184.86,714,20
ZenithTech Duplex Scanner M200 White,,White,"ZenithTech, Inc.",ZenithTech,Regular,80.17,174.33,715,20
ZenithTech High Speed Laser M2000 White,,White,"ZenithTech, Inc.",ZenithTech,Regular,81.02,244.53,716,20
ZenithTech Laser Fax Printer M250 White,,White,"ZenithTech, Inc.",ZenithTech,Regular,63.48,138.06,717,20
"ZenithTech Color Ink jet Fax, Copier, Phone M250 White",,White,"ZenithTech, Inc.",ZenithTech,Regular,85.55,186.03,718,20
ZenithTech Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White,,White,"ZenithTech, Inc.",ZenithTech,Deluxe,88.38,266.76,719,20
ZenithTech Slim-Design Fax Machine with Answering System X180 White,,White,"ZenithTech, Inc.",ZenithTech,Deluxe,91.48,276.12,720,20
ZenithTech High-Performance Business-Class Laser Fax X200 White,,White,"ZenithTech, Inc.",ZenithTech,Deluxe,96.14,290.16,721,20
ZenithTech Professional Quality Plain-Paper Fax and Copier X100 White,,White,"ZenithTech, Inc.",ZenithTech,Deluxe,88.77,267.93,722,20
ZenithTech Photo Ink jet Printer E290 White,,White,"ZenithTech, Inc.",ZenithTech,Economy,60.84,119.34,723,20
ZenithTech Office Jet All-in-One Printer M500 White,,White,"ZenithTech, Inc.",ZenithTech,Regular,87.7,190.71,724,20
ZenithTech Office Jet Wireless All-in-One Inkjet Printer M600 White,,White,"ZenithTech, Inc.",ZenithTech,Regular,102.22,222.3,725,20
ZenithTech Photo Smart All-in-One Printer M380 White,,White,"ZenithTech, Inc.",ZenithTech,Regular,79.09,171.99,726,20
ZenithTech Wireless Photo All-in-One Printer M390 White,,White,"ZenithTech, Inc.",ZenithTech,Regular,101.15,219.96,727,20
ZenithTech 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,,White,"ZenithTech, Inc.",ZenithTech,Regular,105.45,229.32,728,20
ZenithTech Scan Jet Digital Flat Bed Scanner M300 Green,,Green,"ZenithTech, Inc.",ZenithTech,Regular,65.1,141.57,729,20
ZenithTech All-In-One Photo Printer M200 Green,,Green,"ZenithTech, Inc.",ZenithTech,Regular,73.17,159.12,730,20
ZenithTech Ink Jet Wireless All-In-One Printer M400 Green,,Green,"ZenithTech, Inc.",ZenithTech,Regular,69.4,150.93,731,20
ZenithTech Ink Jet Instant PDF Sheet-Fed Scanner M300 Green,,Green,"ZenithTech, Inc.",ZenithTech,Regular,86.09,187.2,732,20
"ZenithTech Desk Jet All-in-One Printer, Scanner, Copier M350 Green",,Green,"ZenithTech, Inc.",ZenithTech,Regular,85.01,184.86,733,20
ZenithTech Duplex Scanner M200 Green,,Green,"ZenithTech, Inc.",ZenithTech,Regular,80.17,174.33,734,20
ZenithTech High Speed Laser M2000 Green,,Green,"ZenithTech, Inc.",ZenithTech,Regular,81.02,244.53,735,20
ZenithTech Laser Fax Printer M250 Green,,Green,"ZenithTech, Inc.",ZenithTech,Regular,63.48,138.06,736,20
"ZenithTech Color Ink Jet Fax, Copier, Phone M250 Green",,Green,"ZenithTech, Inc.",ZenithTech,Regular,85.55,186.03,737,20
ZenithTech Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,,Green,"ZenithTech, Inc.",ZenithTech,Deluxe,88.38,266.76,738,20
ZenithTech Slim-Design Fax Machine with Answering System X180 Green,,Green,"ZenithTech, Inc.",ZenithTech,Deluxe,91.48,276.12,739,20
ZenithTech High-Performance Business-Class Laser Fax X200 Green,,Green,"ZenithTech, Inc.",ZenithTech,Deluxe,96.14,290.16,740,20
ZenithTech Professional Quality Plain-Paper Fax and Copier X100 Green,,Green,"ZenithTech, Inc.",ZenithTech,Deluxe,88.77,267.93,741,20
ZenithTech Photo Inkjet Printer E290 Green,,Green,"ZenithTech, Inc.",ZenithTech,Economy,60.84,119.34,742,20
SY Rechargeable Battery E100 Black,,Black,"SY, Ltd",SY,Economy,7.72,15.15,743,22
SY Dual USB Power Adapter - power adapter E300 Black,,Black,"SY, Ltd",SY,Economy,23.8,46.68,744,22
SY Car power adapter M90 Black,,Black,"SY, Ltd",SY,Regular,10.73,23.34,745,22
SY Notebook Peripheral Kit M69 Black,,Black,"SY, Ltd",SY,Regular,8.88,19.31,746,22
SY Mouse Lock Bundle E200 Black,,Black,"SY, Ltd",SY,Economy,7.72,15.15,747,22
SY Education Supplies Bundle E200 Black,,Black,"SY, Ltd",SY,Economy,8.05,15.8,748,22
SY Laptop Starter Bundle M200 Black,,Black,"SY, Ltd",SY,Regular,8.88,19.31,749,22
SY Education Essentials Bundle M300 Black,,Black,"SY, Ltd",SY,Regular,5.11,11.12,750,22
SY Desktop Alternative Bundle E200 Black,,Black,"SY, Ltd",SY,Economy,6.86,13.46,751,22
SY Power Inverter - DC to AC power inverter E900 Black,,Black,"SY, Ltd",SY,Economy,5.66,11.12,752,22
SY Smart Battery M901 Black,,Black,"SY, Ltd",SY,Regular,6.19,13.46,753,22
SY Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,,Black,"SY, Ltd",SY,Economy,17.83,34.98,754,22
SY Home/Office Laptop Power Adapter E300 Black,,Black,"SY, Ltd",SY,Economy,15.21,29.84,755,22
SY USB 2.0 Dock Station docking station M800 Black,,Black,"SY, Ltd",SY,Regular,16.09,34.98,756,22
SY Enhanced Capacity Battery M800 Black,,Black,"SY, Ltd",SY,Regular,15.01,32.64,757,22
SY Connectivity Starter Kit Smart Buy M680 Black,,Black,"SY, Ltd",SY,Regular,15.01,32.64,758,22
SY 90W AC/DC Power Adapter E300 Black,,Black,"SY, Ltd",SY,Economy,7.1,13.92,759,22
SY Reserve Pen - Tablet Pen E200 Black,,Black,"SY, Ltd",SY,Economy,8.3,16.26,760,22
SY USB Data Link-direct connect adapter E600 Black,,Black,"SY, Ltd",SY,Economy,10.09,19.77,761,22
SY Primary Extended Capacity Battery Pack - notebook battery X100 Black,,Black,"SY, Ltd",SY,Deluxe,13.14,39.66,762,22
SY Digital camera accessory kit M200 Black,,Black,"SY, Ltd",SY,Regular,12.86,27.96,763,22
SY Leather Case - case for digital photo camera X20 Black,,Black,"SY, Ltd",SY,Deluxe,15.47,46.68,764,22
SY Lens cap E80 Black,,Black,"SY, Ltd",SY,Economy,17.87,35.04,765,22
SY Battery charger - bike E200 Black,,Black,"SY, Ltd",SY,Economy,11.88,23.28,766,22
SY USB Optical Mouse E200 Black,,Black,"SY, Ltd",SY,Economy,9.24,18.14,767,22
SY ADSL Modem Splitter/Filter X 1 E100 Black,,Black,"SY, Ltd",SY,Economy,10.68,20.94,768,22
SY ADSL Modem Splitter/Filter X 2 E200 Black,,Black,"SY, Ltd",SY,Economy,13.67,26.79,769,22
SY ADSL Modem Splitter/Filter X 3 E300 Black,,Black,"SY, Ltd",SY,Economy,31.55,61.89,770,22
SY USB Wave Multi-media Keyboard E280 Black,,Black,"SY, Ltd",SY,Economy,9.49,18.6,771,22
SY Cables To Go USB 2.0 Hard Drive Enclosure E920 Black,,Black,"SY, Ltd",SY,Economy,7.1,13.92,772,22
SY USB Wave Multi-media Keyboard E280 Blue,,Blue,"SY, Ltd",SY,Economy,9.49,18.6,773,22
SY USB Optical Mouse E200 Blue,,Blue,"SY, Ltd",SY,Economy,9.24,18.14,774,22
SY Smart Battery M901 Blue,,Blue,"SY, Ltd",SY,Regular,6.19,13.46,775,22
SY Digital Camera Accessory kit M200 Blue,,Blue,"SY, Ltd",SY,Regular,12.86,27.96,776,22
SY Reserve Pen -Tablet Pen E200 Blue,,Blue,"SY, Ltd",SY,Economy,8.3,16.26,777,22
SY Rechargeable Battery E100 White,,White,"SY, Ltd",SY,Economy,7.72,15.15,778,22
SY Dual USB Power Adapter - power adapter E300 White,,White,"SY, Ltd",SY,Economy,23.8,46.68,779,22
SY Car power adapter M90 White,,White,"SY, Ltd",SY,Regular,10.73,23.34,780,22
SY Notebook Peripheral Kit M69 White,,White,"SY, Ltd",SY,Regular,8.88,19.31,781,22
SY Mouse Lock Bundle E200 White,,White,"SY, Ltd",SY,Economy,7.72,15.15,782,22
SY Education Supplies Bundle E200 White,,White,"SY, Ltd",SY,Economy,8.05,15.8,783,22
SY Laptop Starter Bundle M200 White,,White,"SY, Ltd",SY,Regular,8.88,19.31,784,22
SY Education Essentials Bundle M300 White,,White,"SY, Ltd",SY,Regular,5.11,11.12,785,22
SY Desktop Alternative Bundle E200 White,,White,"SY, Ltd",SY,Economy,6.86,13.46,786,22
SY Power Inverter - DC to AC power inverter E900 White,,White,"SY, Ltd",SY,Economy,5.66,11.12,787,22
SY Smart Battery M901 White,,White,"SY, Ltd",SY,Regular,6.19,13.46,788,22
SY Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,,White,"SY, Ltd",SY,Economy,17.83,34.98,789,22
SY Home/Office Laptop Power Adapter E300 White,,White,"SY, Ltd",SY,Economy,15.21,29.84,790,22
SY USB 2.0 Dock Station docking station M800 White,,White,"SY, Ltd",SY,Regular,16.09,34.98,791,22
SY Enhanced Capacity Battery M800 White,,White,"SY, Ltd",SY,Regular,15.01,32.64,792,22
SY Connectivity Starter Kit Smart Buy M680 White,,White,"SY, Ltd",SY,Regular,15.01,32.64,793,22
SY 90W AC/DC Power Adapter E300 White,,White,"SY, Ltd",SY,Economy,7.1,13.92,794,22
SY Reserve Pen - Tablet Pen E200 White,,White,"SY, Ltd",SY,Economy,8.3,16.26,795,22
SY USB Data Link - direct connect adapter E600 White,,White,"SY, Ltd",SY,Economy,10.09,19.77,796,22
SY Primary Extended Capacity Battery Pack - notebook battery X100 White,,White,"SY, Ltd",SY,Deluxe,13.14,39.66,797,22
SY Digital camera accessory kit M200 White,,White,"SY, Ltd",SY,Regular,12.86,27.96,798,22
SY Leather Case - case for digital photo camera X20 White,,White,"SY, Ltd",SY,Deluxe,15.47,46.68,799,22
SY Lens cap E80 White,,White,"SY, Ltd",SY,Economy,17.87,35.04,800,22
SY Battery charger - bike E200 White,,White,"SY, Ltd",SY,Economy,11.88,23.28,801,22
SY USB Optical Mouse E200 White,,White,"SY, Ltd",SY,Economy,9.24,18.14,802,22
SY ADSL Modem Splitter/Filter X 1 E100 White,,White,"SY, Ltd",SY,Economy,10.68,20.94,803,22
SY ADSL Modem Splitter/Filter X 2 E200 White,,White,"SY, Ltd",SY,Economy,13.67,26.79,804,22
SY ADSL Modem Splitter/Filter X 3 E300 White,,White,"SY, Ltd",SY,Economy,31.55,61.89,805,22
SY USB Wave Multi-media Keyboard E280 White,,White,"SY, Ltd",SY,Economy,9.49,18.6,806,22
SY Cables To Go USB 2.0 Hard Drive Enclosure E920 White,,White,"SY, Ltd",SY,Economy,7.1,13.92,807,22
SY Rechargeable Battery E100 Grey,,Grey,"SY, Ltd",SY,Economy,7.72,15.15,808,22
SY Dual USB Power Adapter - power adapter E300 Grey,,Grey,"SY, Ltd",SY,Economy,23.8,46.68,809,22
SY Car power adapter M90 Grey,,Grey,"SY, Ltd",SY,Regular,10.73,23.34,810,22
SY Notebook Peripheral Kit M69 Grey,,Grey,"SY, Ltd",SY,Regular,8.88,19.31,811,22
SY Mouse Lock Bundle E200 Grey,,Grey,"SY, Ltd",SY,Economy,7.72,15.15,812,22
SY Education Supplies Bundle E200 Grey,,Grey,"SY, Ltd",SY,Economy,8.05,15.8,813,22
SY Laptop Starter Bundle M200 Grey,,Grey,"SY, Ltd",SY,Regular,8.88,19.31,814,22
SY Education Essentials Bundle M300 Grey,,Grey,"SY, Ltd",SY,Regular,5.11,11.12,815,22
SY Desktop Alternative Bundle E200 Grey,,Grey,"SY, Ltd",SY,Economy,6.86,13.46,816,22
SY Power Inverter - DC to AC power inverter E900 Grey,,Grey,"SY, Ltd",SY,Economy,5.66,11.12,817,22
SY Smart Battery M901 Grey,,Grey,"SY, Ltd",SY,Regular,6.19,13.46,818,22
SY Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,,Grey,"SY, Ltd",SY,Economy,17.83,34.98,819,22
SY Home/Office Laptop Power Adapter E300 Grey,,Grey,"SY, Ltd",SY,Economy,15.21,29.84,820,22
SY USB 2.0 Dock Station docking station M800 Grey,,Grey,"SY, Ltd",SY,Regular,16.09,34.98,821,22
SY Enhanced Capacity Battery M800 Grey,,Grey,"SY, Ltd",SY,Regular,15.01,32.64,822,22
SY Connectivity Starter Kit Smart Buy M680 Grey,,Grey,"SY, Ltd",SY,Regular,15.01,32.64,823,22
SY 90W AC/DC Power Adapter E300 Grey,,Grey,"SY, Ltd",SY,Economy,7.1,13.92,824,22
SY Reserve Pen - Tablet Pen E200 Grey,,Grey,"SY, Ltd",SY,Economy,8.3,16.26,825,22
SY USB Data Link - direct connect adapter E600 Grey,,Grey,"SY, Ltd",SY,Economy,10.09,19.77,826,22
SY Primary Extended Capacity Battery Pack - notebook battery X100 Grey,,Grey,"SY, Ltd",SY,Deluxe,13.14,39.66,827,22
SY Digital camera accessory kit M200 Grey,,Grey,"SY, Ltd",SY,Regular,12.86,27.96,828,22
SY Leather Case - case for digital photo camera X20 Grey,,Grey,"SY, Ltd",SY,Deluxe,15.47,46.68,829,22
SY Lens cap E80 Grey,,Grey,"SY, Ltd",SY,Economy,17.87,35.04,830,22
SY Battery charger - bike E200 Grey,,Grey,"SY, Ltd",SY,Economy,11.88,23.28,831,22
SY USB Optical Mouse E200 Grey,,Grey,"SY, Ltd",SY,Economy,9.24,18.14,832,22
SY ADSL Modem Splitter/Filter X 1 E100 Grey,,Grey,"SY, Ltd",SY,Economy,10.68,20.94,833,22
SY ADSL Modem Splitter/Filter X 2 E200 Grey,,Grey,"SY, Ltd",SY,Economy,13.67,26.79,834,22
SY ADSL Modem Splitter/Filter X 3 E300 Grey,,Grey,"SY, Ltd",SY,Economy,31.55,61.89,835,22
SY USB Wave Multi-Media Keyboard E280 Grey,,Grey,"SY, Ltd",SY,Economy,9.49,18.6,836,22
SY Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,,Grey,"SY, Ltd",SY,Economy,7.1,13.92,837,22
SY USB Optical Mouse E200 Gold,,Gold,"SY, Ltd",SY,Economy,9.24,18.14,838,22
SY USB Wave Multi-Media Keyboard M901 Gold,,Gold,"SY, Ltd",SY,Regular,13.93,30.3,839,22
SY Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold,,Gold,"SY, Ltd",SY,Regular,21.47,46.68,840,22
SY Reserve Pen - Tablet Pen E200 Gold,,Gold,"SY, Ltd",SY,Economy,8.3,16.26,841,22
SY Bright Light battery E20 Black,,Black,"SY, Ltd",SY,Economy,16.04,31.47,842,22
SY Bright Light battery E20 blue,,blue,"SY, Ltd",SY,Economy,16.04,31.47,843,22
SY Bright Light battery E20 Pink,,Pink,"SY, Ltd",SY,Economy,16.04,31.47,844,22
SY Bright Light battery E20 White,,White,"SY, Ltd",SY,Economy,16.04,31.47,845,22
SY Ultraportable Neoprene Sleeve E30 Black,,Black,"SY, Ltd",SY,Economy,9.3,18.25,846,22
SY Ultraportable Neoprene Sleeve E30 Pink,,Pink,"SY, Ltd",SY,Economy,9.3,18.25,847,22
SY Ultraportable Neoprene Sleeve E30 Yellow,,Yellow,"SY, Ltd",SY,Economy,9.3,18.25,848,22
SY Ultraportable Neoprene Sleeve E30 Green,,Green,"SY, Ltd",SY,Economy,9.3,18.25,849,22
SY Laptop Keyboard X105 Black,,Black,"SY, Ltd",SY,Deluxe,89.51,270.15,850,22
SY Laptop Keyboard X105 White,,White,"SY, Ltd",SY,Deluxe,89.51,270.15,851,22
SY Laptop Keyboard X105 Brown,,Brown,"SY, Ltd",SY,Deluxe,89.51,270.15,852,22
SY Laptop Keyboard X105 Silver,,Silver,"SY, Ltd",SY,Deluxe,89.51,270.15,853,22
SY Multimedia Speakers M25 Brown,,Brown,"SY, Ltd",SY,Regular,69.4,150.93,854,22
SY Multimedia Speakers M25 Blue,,Blue,"SY, Ltd",SY,Regular,69.4,150.93,855,22
SY Multimedia Speakers M25 Black,,Black,"SY, Ltd",SY,Regular,69.4,150.93,856,22
SY Multimedia Speakers M25 White,,White,"SY, Ltd",SY,Regular,69.4,150.93,857,22
SY Wireless Notebook Optical Mouse M35 Black,,Black,"SY, Ltd",SY,Regular,16.11,35.04,858,22
SY Wireless Notebook Optical Mouse M35 White,,White,"SY, Ltd",SY,Regular,16.11,35.04,859,22
SY Wireless Notebook Optical Mouse M35 Blue,,Blue,"SY, Ltd",SY,Regular,16.11,35.04,860,22
SY Wireless Notebook Optical Mouse M35 Silver,,Silver,"SY, Ltd",SY,Regular,16.11,35.04,861,22
SY Wireless Notebook Optical Mouse M35 Orange,,Orange,"SY, Ltd",SY,Regular,16.11,35.04,862,22
SY Optical USB Mouse M45 Black,,Black,"SY, Ltd",SY,Regular,27.44,59.66,863,22
SY Optical USB Mouse M45 White,,White,"SY, Ltd",SY,Regular,27.44,59.66,864,22
SY Optical USB Mouse M45 Grey,,Grey,"SY, Ltd",SY,Regular,27.44,59.66,865,22
SY Wireless Laser Mouse M55 Black,,Black,"SY, Ltd",SY,Regular,37.66,81.89,866,22
SY Wireless Laser Mouse M55 White,,White,"SY, Ltd",SY,Regular,37.66,81.89,867,22
SY Wireless Laser Mouse M55 Grey,,Grey,"SY, Ltd",SY,Regular,37.66,81.89,868,22
SY Wireless Laser Mouse M55 Silver,,Silver,"SY, Ltd",SY,Regular,37.66,81.89,869,22
SY Wireless Laser Mouse E50 Black,,Black,"SY, Ltd",SY,Economy,12.51,24.52,870,22
SY Wireless Laser Mouse E50 White,,White,"SY, Ltd",SY,Economy,12.51,24.52,871,22
SY Wireless Laser Mouse E50 Silver,,Silver,"SY, Ltd",SY,Economy,12.51,24.52,872,22
SY Wireless Laser Mouse E50 Grey,,Grey,"SY, Ltd",SY,Economy,12.51,24.52,873,22
SY Wireless Notebook Optical Mouse X205 Black,,Black,"SY, Ltd",SY,Deluxe,50.38,152.04,874,22
SY Wireless Notebook Optical Mouse X205 White,,White,"SY, Ltd",SY,Deluxe,50.38,152.04,875,22
SY Wireless Notebook Optical Mouse X205 Blue,,Blue,"SY, Ltd",SY,Deluxe,50.38,152.04,876,22
SY Wireless Notebook Optical Mouse X205 Silver,,Silver,"SY, Ltd",SY,Deluxe,50.38,152.04,877,22
SY Wireless Notebook Optical Mouse X205 Orange,,Orange,"SY, Ltd",SY,Deluxe,50.38,152.04,878,22
SY Optical Wheel OEM PS/2 Mouse E60 Grey,,Grey,"SY, Ltd",SY,Economy,7.76,15.21,879,22
SY Optical Wheel OEM PS/2 Mouse E60 Black,,Black,"SY, Ltd",SY,Economy,7.76,15.21,880,22
SY Optical Wheel OEM PS/2 Mouse E60 White,,White,"SY, Ltd",SY,Economy,7.76,15.21,881,22
SY Optical Wheel OEM PS/2 Mouse E60 Silver,,Silver,"SY, Ltd",SY,Economy,7.76,15.21,882,22
SY Bluetooth Notebook Mouse X305 Black,,Black,"SY, Ltd",SY,Deluxe,58.15,175.5,883,22
SY Bluetooth Notebook Mouse X305 White,,White,"SY, Ltd",SY,Deluxe,58.15,175.5,884,22
SY Bluetooth Notebook Mouse X305 Silver,,Silver,"SY, Ltd",SY,Deluxe,58.15,175.5,885,22
SY Bluetooth Notebook Mouse X305 Grey,,Grey,"SY, Ltd",SY,Deluxe,58.15,175.5,886,22
SY Bluetooth Notebook Mouse E70 Black,,Black,"SY, Ltd",SY,Economy,29.82,58.5,887,22
SY Bluetooth Notebook Mouse E70 White,,White,"SY, Ltd",SY,Economy,29.82,58.5,888,22
SY Bluetooth Notebook Mouse E70 Silver,,Silver,"SY, Ltd",SY,Economy,29.82,58.5,889,22
SY Bluetooth Notebook Mouse E70 Grey,,Grey,"SY, Ltd",SY,Economy,29.82,58.5,890,22
LuD Rechargeable Bluetooth Notebook Mouse E80 Silver,,Silver,LuminaDisc,LuminaDisc,Economy,35.78,70.19,891,22
LuD Rechargeable Bluetooth Notebook Mouse E80 Black,,Black,LuminaDisc,LuminaDisc,Economy,35.78,70.19,892,22
LuD Rechargeable Bluetooth Notebook Mouse E80 White,,White,LuminaDisc,LuminaDisc,Economy,35.78,70.19,893,22
LuD Rechargeable Bluetooth Notebook Mouse E80 Grey,,Grey,LuminaDisc,LuminaDisc,Economy,35.78,70.19,894,22
LuD Keyboard E90 Silver,,Silver,LuminaDisc,LuminaDisc,Economy,24.9,48.82,895,22
LuD Keyboard E90 White,,White,LuminaDisc,LuminaDisc,Economy,24.9,48.82,896,22
LuD Keyboard E90 Black,,Black,LuminaDisc,LuminaDisc,Economy,24.9,48.82,897,22
LuD Keyboard E90 Grey,,Grey,LuminaDisc,LuminaDisc,Economy,24.9,48.82,898,22
LuD Keyboard E10 Silver,,Silver,LuminaDisc,LuminaDisc,Economy,26.24,51.48,899,22
LuD Keyboard E10 White,,White,LuminaDisc,LuminaDisc,Economy,26.24,51.48,900,22
LuD Keyboard E10 Black,,Black,LuminaDisc,LuminaDisc,Economy,26.24,51.48,901,22
LuD Keyboard E10 Grey,,Grey,LuminaDisc,LuminaDisc,Economy,26.24,51.48,902,22
LuD 40GB USB2.0 Portable Hard Disk E400 Red,40GB,Red,LuminaDisc,LuminaDisc,Economy,45.33,88.91,903,22
LuD 40GB USB2.0 Portable Hard Disk E400 Silver,40GB,Silver,LuminaDisc,LuminaDisc,Economy,45.33,88.91,904,22
LuD 40GB USB2.0 Portable Hard Disk E400 Blue,40GB,Blue,LuminaDisc,LuminaDisc,Economy,45.33,88.91,905,22
LuD 40GB USB2.0 Portable Hard Disk E400 Yellow,40GB,Yellow,LuminaDisc,LuminaDisc,Economy,45.33,88.91,906,22
LuD 80GB USB2.0 Portable Hard Disk E500 Red,80GB,Red,LuminaDisc,LuminaDisc,Economy,60.84,119.34,907,22
LuD 80GB USB2.0 Portable Hard Disk E500 Silver,80GB,Silver,LuminaDisc,LuminaDisc,Economy,60.84,119.34,908,22
LuD 80GB USB2.0 Portable Hard Disk E500 Blue,80GB,Blue,LuminaDisc,LuminaDisc,Economy,60.84,119.34,909,22
LuD 80GB USB2.0 Portable Hard Disk E500 Yellow,80GB,Yellow,LuminaDisc,LuminaDisc,Economy,60.84,119.34,910,22
LuD 160GB USB2.0 Portable Hard Disk M65 Silver,160GB,Silver,LuminaDisc,LuminaDisc,Regular,51.6,112.2,911,22
LuD 160GB USB2.0 Portable Hard Disk M65 Black,160GB,Black,LuminaDisc,LuminaDisc,Regular,51.6,112.2,912,22
LuD 160GB USB2.0 Portable Hard Disk M65 White,160GB,White,LuminaDisc,LuminaDisc,Regular,51.6,112.2,913,22
LuD 160GB USB2.0 Portable Hard Disk M65 Grey,160GB,Grey,LuminaDisc,LuminaDisc,Regular,51.6,112.2,914,22
LuD 500GB USB 2.0 Portable External Hard Drive X405 Pink,500GB,Pink,LuminaDisc,LuminaDisc,Deluxe,69.39,209.43,915,22
LuD 500GB USB 2.0 Portable External Hard Drive X405 Blue,500GB,Blue,LuminaDisc,LuminaDisc,Deluxe,69.39,209.43,916,22
LuD 500GB USB 2.0 Portable External Hard Drive X405 White,500GB,White,LuminaDisc,LuminaDisc,Deluxe,69.39,209.43,917,22
LuD 500GB USB 2.0 Portable External Hard Drive X405 Black,500GB,Black,LuminaDisc,LuminaDisc,Deluxe,69.39,209.43,918,22
LuD USB Data Cable E600 Pink,,Pink,LuminaDisc,LuminaDisc,Economy,0.56,1.11,919,22
LuD USB Data Cable E600 Black,,Black,LuminaDisc,LuminaDisc,Economy,0.56,1.11,920,22
LuD USB Data Cable E600 Silver,,Silver,LuminaDisc,LuminaDisc,Economy,0.56,1.11,921,22
LuD USB Data Cable E600 Grey,,Grey,LuminaDisc,LuminaDisc,Economy,0.56,1.11,922,22
LuD USB Sync Charge Cable E700 Blue,,Blue,LuminaDisc,LuminaDisc,Economy,1.18,2.33,923,22
LuD USB Sync Charge Cable E700 Black,,Black,LuminaDisc,LuminaDisc,Economy,1.18,2.33,924,22
LuD USB Sync Charge Cable E700 White,,White,LuminaDisc,LuminaDisc,Economy,1.18,2.33,925,22
LuD USB Sync Charge Cable E700 Silver,,Silver,LuminaDisc,LuminaDisc,Economy,1.18,2.33,926,22
LuD 512MB Laptop memory E800 White,512MB,White,LuminaDisc,LuminaDisc,Economy,20.28,39.77,927,22
LuD 512MB Laptop memory E800 Silver,512MB,Silver,LuminaDisc,LuminaDisc,Economy,20.28,39.77,928,22
LuD 512MB Laptop memory E800 Black,512MB,Black,LuminaDisc,LuminaDisc,Economy,20.28,39.77,929,22
LuD 512MB Laptop memory E800 Yellow,512MB,Yellow,LuminaDisc,LuminaDisc,Economy,20.28,39.77,930,22
LuD 2GB Laptop memory E800 Silver,2GB,Silver,LuminaDisc,LuminaDisc,Economy,32.81,64.35,931,22
LuD 2GB Laptop memory E800 Black,2GB,Black,LuminaDisc,LuminaDisc,Economy,32.81,64.35,932,22
LuD 2GB Laptop memory E800 White,2GB,White,LuminaDisc,LuminaDisc,Economy,32.81,64.35,933,22
LuD 4GB Laptop Memory M65 Blue,4GB,Blue,LuminaDisc,LuminaDisc,Regular,42.51,92.43,934,22
LuD 4GB Laptop Memory M65 Yellow,4GB,Yellow,LuminaDisc,LuminaDisc,Regular,42.51,92.43,935,22
LuD 4GB Laptop Memory M65 Black,4GB,Black,LuminaDisc,LuminaDisc,Regular,42.51,92.43,936,22
LuD 4GB Laptop Memory M65 White,4GB,White,LuminaDisc,LuminaDisc,Regular,42.51,92.43,937,22
LuD Wireless LAN PCI Network Card Adapter E900 Black,,Black,LuminaDisc,LuminaDisc,Economy,59.05,115.83,938,22
LuD Wireless LAN PCI Network Card Adapter E901 Black,,Black,LuminaDisc,LuminaDisc,Economy,59.05,115.83,939,22
LuD Wireless LAN PCI Network Card Adapter E902 Black,,Black,LuminaDisc,LuminaDisc,Economy,59.05,115.83,940,22
LuD PCI Network Adapter E903 Silver,,Silver,LuminaDisc,LuminaDisc,Economy,25.05,49.13,941,22
LuD PCI Network Adapter E904 Silver,,Silver,LuminaDisc,LuminaDisc,Economy,25.05,49.13,942,22
LuD PCI Network Adapter E905 Silver,,Silver,LuminaDisc,LuminaDisc,Economy,25.05,49.13,943,22
PixelVista Compact Digital Camera M200 Black,,Black,PixelVista Corporation,PixelVista,Economy,69.4,150.93,944,23
PixelVista Rangefinder Digital Camera X200 Black,,Black,PixelVista Corporation,PixelVista,Regular,77.52,234,945,23
PixelVista Slim Digital Camera M180 Black,,Black,PixelVista Corporation,PixelVista,Economy,79.63,173.16,946,23
PixelVista Ultra Compact Digital Camera M190 Black,,Black,PixelVista Corporation,PixelVista,Economy,88.78,193.05,947,23
PixelVista All in One Digital Camera M200 Black,,Black,PixelVista Corporation,PixelVista,Regular,101.15,219.96,948,23
PixelVista Interchangeable lens Non-SLR Digital Camera X250 Black,,Black,PixelVista Corporation,PixelVista,Regular,103.88,313.56,949,23
PixelVista Super-zoom Digital Camera X300 Black,,Black,PixelVista Corporation,PixelVista,Deluxe,112.41,339.3,950,23
PixelVista Consumer Digital Camera E100 Black,,Black,PixelVista Corporation,PixelVista,Deluxe,167.61,328.77,951,23
PixelVista Consumer Digital Camera M300 Black,,Black,PixelVista Corporation,PixelVista,Regular,99.26,215.87,952,23
PixelVista Advanced Digital Camera M300 Black,,Black,PixelVista Corporation,PixelVista,Regular,101.42,220.55,953,23
PixelVista Bridge Digital Camera M300 Black,,Black,PixelVista Corporation,PixelVista,Regular,100.56,218.67,954,23
